source,target,weight
GV7,GV9,1
GV8,GV9,1
GV9,YINTANG,1
HT5,HT7,1
HT5,KI3,1
HT5,LR3,1
HT5,SP6,1
HT5,ST36,1
HT7,KI9,1
HT7,PC7,1
HT7,SP4,1
HT7,ST21,1
HT7,ST40,1
HT7,TAIYANG,1
KI1,ST36,1
KI17,ST24,1
KI17,ST30,1
KI17,ST31,1
KI3,LI4,1
KI3,LR2,1
KI3,PC7,1
KI3,SISHENCONG,1
KI3,ST21,1
KI3,TE6,1
KI6,KI9,1
KI6,PC7,1
KI6,ST21,1
KI6,ST25,1
KI6,TAIYANG,1
KI9,PC6,1
KI9,SP6,1
LI4,PC7,1
LI4,YINTANG,1
LR2,SP6,1
LR2,TE6,1
LR3,PC7,1
LR3,SISHENCONG,1
LR3,ST21,1
LR3,ST25,1
LR3,TAIYANG,1
PC6,PC7,1
PC6,SP4,1
PC6,ST40,1
PC7,SP6,1
PC7,ST36,1
SP4,ST40,1
SP6,TE6,1
ST21,ST36,1
ST24,ST30,1
ST24,ST31,1
ST25,YINTANG,1
ST30,ST31,1
ST36,TAIYANG,1
